,Awan3pm,Kelembaban3pm,Cluster
0,0.1111111111111111,0.303030303030303,Tidak Bersalju
1,0.0,0.1717171717171717,Tidak Bersalju
2,0.1111111111111111,0.3535353535353535,Tidak Bersalju
3,0.4444444444444444,0.2828282828282828,Tidak Bersalju
4,0.0,0.1111111111111111,Tidak Bersalju
5,0.3333333333333333,0.4646464646464647,Tidak Bersalju
6,0.1111111111111111,0.5656565656565657,Tidak Bersalju
7,0.1111111111111111,0.2323232323232323,Tidak Bersalju
8,0.2222222222222222,0.5656565656565657,Tidak Bersalju
9,0.1111111111111111,0.202020202020202,Tidak Bersalju
10,0.1111111111111111,0.1818181818181818,Tidak Bersalju
11,0.0,0.2222222222222222,Tidak Bersalju
12,0.1111111111111111,0.4545454545454546,Tidak Bersalju
13,0.2222222222222222,0.5454545454545455,Tidak Bersalju
14,0.1111111111111111,0.4444444444444445,Tidak Bersalju
15,0.2222222222222222,0.303030303030303,Tidak Bersalju
16,0.2222222222222222,0.4343434343434343,Tidak Bersalju
17,0.3333333333333333,0.0909090909090909,Tidak Bersalju
18,0.1111111111111111,0.5050505050505052,Tidak Bersalju
19,0.4444444444444444,0.3333333333333333,Tidak Bersalju
20,0.3333333333333333,0.6060606060606062,Tidak Bersalju
21,0.3333333333333333,0.7373737373737375,Tidak Bersalju
22,0.3333333333333333,0.4747474747474747,Tidak Bersalju
23,0.1111111111111111,0.5050505050505052,Tidak Bersalju
24,0.4444444444444444,0.2727272727272727,Tidak Bersalju
25,0.1111111111111111,0.3232323232323232,Tidak Bersalju
26,0.1111111111111111,0.2828282828282828,Tidak Bersalju
27,0.3333333333333333,0.4848484848484848,Tidak Bersalju
28,0.1111111111111111,0.4444444444444445,Tidak Bersalju
29,0.4444444444444444,0.393939393939394,Tidak Bersalju
30,0.4444444444444444,0.4444444444444445,Tidak Bersalju
31,0.0,0.2525252525252525,Tidak Bersalju
32,0.1111111111111111,0.3535353535353535,Tidak Bersalju
33,0.1111111111111111,0.5757575757575758,Tidak Bersalju
34,0.2222222222222222,0.6060606060606062,Tidak Bersalju
35,0.0,0.3232323232323232,Tidak Bersalju
36,0.1111111111111111,0.5656565656565657,Tidak Bersalju
37,0.2222222222222222,0.2121212121212121,Tidak Bersalju
38,0.2222222222222222,0.5151515151515152,Tidak Bersalju
39,0.0,0.2727272727272727,Tidak Bersalju
40,0.1111111111111111,0.494949494949495,Tidak Bersalju
41,0.0,0.1515151515151515,Tidak Bersalju
42,0.1111111111111111,0.2222222222222222,Tidak Bersalju
43,0.1111111111111111,0.1818181818181818,Tidak Bersalju
44,0.1111111111111111,0.4646464646464647,Tidak Bersalju
45,0.2222222222222222,0.5151515151515152,Tidak Bersalju
46,0.0,0.2222222222222222,Tidak Bersalju
47,0.3333333333333333,0.4545454545454546,Tidak Bersalju
48,0.0,0.4545454545454546,Tidak Bersalju
49,0.0,0.1616161616161616,Tidak Bersalju
50,0.3333333333333333,0.4141414141414141,Tidak Bersalju
51,0.2222222222222222,0.2626262626262626,Tidak Bersalju
52,0.4444444444444444,0.4141414141414141,Tidak Bersalju
53,0.0,0.1515151515151515,Tidak Bersalju
54,0.1111111111111111,0.2929292929292929,Tidak Bersalju
55,0.1111111111111111,0.2727272727272727,Tidak Bersalju
56,0.4444444444444444,0.3838383838383838,Tidak Bersalju
57,0.1111111111111111,0.2828282828282828,Tidak Bersalju
58,0.3333333333333333,0.1111111111111111,Tidak Bersalju
59,0.1111111111111111,0.4646464646464647,Tidak Bersalju
60,0.3333333333333333,0.2121212121212121,Tidak Bersalju
61,0.3333333333333333,0.3838383838383838,Tidak Bersalju
62,0.1111111111111111,0.5050505050505052,Tidak Bersalju
63,0.4444444444444444,0.3737373737373737,Tidak Bersalju
64,0.0,0.2424242424242424,Tidak Bersalju
65,0.3333333333333333,0.3131313131313131,Tidak Bersalju
66,0.1111111111111111,0.4343434343434343,Tidak Bersalju
67,0.3333333333333333,0.4040404040404041,Tidak Bersalju
68,0.2222222222222222,0.6767676767676769,Tidak Bersalju
69,0.3333333333333333,0.2828282828282828,Tidak Bersalju
70,0.1111111111111111,0.3535353535353535,Tidak Bersalju
71,0.3333333333333333,0.5555555555555557,Tidak Bersalju
72,0.1111111111111111,0.303030303030303,Tidak Bersalju
73,0.2222222222222222,0.2626262626262626,Tidak Bersalju
74,0.3333333333333333,0.5151515151515152,Tidak Bersalju
75,0.1111111111111111,0.4242424242424242,Tidak Bersalju
76,0.1111111111111111,0.3838383838383838,Tidak Bersalju
77,0.0,0.4141414141414141,Tidak Bersalju
78,0.1111111111111111,0.5252525252525253,Tidak Bersalju
79,0.1111111111111111,0.2222222222222222,Tidak Bersalju
80,0.1111111111111111,0.4444444444444445,Tidak Bersalju
81,0.1111111111111111,0.5353535353535355,Tidak Bersalju
82,0.0,0.1818181818181818,Tidak Bersalju
83,0.0,0.0606060606060606,Tidak Bersalju
84,0.1111111111111111,0.5757575757575758,Tidak Bersalju
85,0.3333333333333333,0.3636363636363636,Tidak Bersalju
86,0.1111111111111111,0.6767676767676769,Tidak Bersalju
87,0.2222222222222222,0.2828282828282828,Tidak Bersalju
88,0.2222222222222222,0.5151515151515152,Tidak Bersalju
89,0.0,0.1919191919191919,Tidak Bersalju
90,0.1111111111111111,0.585858585858586,Tidak Bersalju
91,0.2222222222222222,0.4444444444444445,Tidak Bersalju
92,0.0,0.3232323232323232,Tidak Bersalju
93,0.0,0.3535353535353535,Tidak Bersalju
94,0.4444444444444444,0.2828282828282828,Tidak Bersalju
95,0.1111111111111111,0.1515151515151515,Tidak Bersalju
96,0.1111111111111111,0.3636363636363636,Tidak Bersalju
97,0.2222222222222222,0.5353535353535355,Tidak Bersalju
98,0.1111111111111111,0.6363636363636365,Tidak Bersalju
99,0.0,0.1919191919191919,Tidak Bersalju
100,0.2222222222222222,0.6767676767676769,Tidak Bersalju
101,0.1111111111111111,0.3232323232323232,Tidak Bersalju
102,0.0,0.4242424242424242,Tidak Bersalju
103,0.3333333333333333,0.3636363636363636,Tidak Bersalju
104,0.1111111111111111,0.3737373737373737,Tidak Bersalju
105,0.0,0.1313131313131313,Tidak Bersalju
106,0.3333333333333333,0.686868686868687,Tidak Bersalju
107,0.1111111111111111,0.2323232323232323,Tidak Bersalju
108,0.3333333333333333,0.6565656565656567,Tidak Bersalju
109,0.3333333333333333,0.5252525252525253,Tidak Bersalju
110,0.1111111111111111,0.5353535353535355,Tidak Bersalju
111,0.2222222222222222,0.5555555555555557,Tidak Bersalju
112,0.2222222222222222,0.3232323232323232,Tidak Bersalju
113,0.1111111111111111,0.4040404040404041,Tidak Bersalju
114,0.1111111111111111,0.2929292929292929,Tidak Bersalju
115,0.1111111111111111,0.3131313131313131,Tidak Bersalju
116,0.2222222222222222,0.6464646464646465,Tidak Bersalju
117,0.2222222222222222,0.595959595959596,Tidak Bersalju
118,0.1111111111111111,0.1919191919191919,Tidak Bersalju
119,0.1111111111111111,0.5757575757575758,Tidak Bersalju
120,0.1111111111111111,0.1919191919191919,Tidak Bersalju
121,0.3333333333333333,0.2929292929292929,Tidak Bersalju
122,0.2222222222222222,0.494949494949495,Tidak Bersalju
123,0.3333333333333333,0.7575757575757577,Tidak Bersalju
124,0.0,0.2121212121212121,Tidak Bersalju
125,0.3333333333333333,0.4444444444444445,Tidak Bersalju
126,0.2222222222222222,0.6262626262626264,Tidak Bersalju
127,0.1111111111111111,0.1919191919191919,Tidak Bersalju
128,0.0,0.3535353535353535,Tidak Bersalju
129,0.1111111111111111,0.2323232323232323,Tidak Bersalju
130,0.0,0.4747474747474747,Tidak Bersalju
131,0.2222222222222222,0.5353535353535355,Tidak Bersalju
132,0.0,0.2828282828282828,Tidak Bersalju
133,0.1111111111111111,0.6565656565656567,Tidak Bersalju
134,0.3333333333333333,0.3434343434343435,Tidak Bersalju
135,0.1111111111111111,0.5050505050505052,Tidak Bersalju
136,0.2222222222222222,0.4747474747474747,Tidak Bersalju
137,0.4444444444444444,0.4747474747474747,Tidak Bersalju
138,0.3333333333333333,0.686868686868687,Tidak Bersalju
139,0.0,0.202020202020202,Tidak Bersalju
140,0.1111111111111111,0.1616161616161616,Tidak Bersalju
141,0.4444444444444444,0.4747474747474747,Tidak Bersalju
142,0.3333333333333333,0.5151515151515152,Tidak Bersalju
143,0.4444444444444444,0.494949494949495,Tidak Bersalju
144,0.1111111111111111,0.4747474747474747,Tidak Bersalju
145,0.3333333333333333,0.7676767676767677,Tidak Bersalju
146,0.3333333333333333,0.7171717171717172,Tidak Bersalju
147,0.1111111111111111,0.3333333333333333,Tidak Bersalju
148,0.3333333333333333,0.585858585858586,Tidak Bersalju
149,0.1111111111111111,0.6262626262626264,Tidak Bersalju
150,0.1111111111111111,0.3737373737373737,Tidak Bersalju
151,0.3333333333333333,0.595959595959596,Tidak Bersalju
152,0.0,0.1818181818181818,Tidak Bersalju
153,0.1111111111111111,0.1212121212121212,Tidak Bersalju
154,0.0,0.4141414141414141,Tidak Bersalju
155,0.3333333333333333,0.494949494949495,Tidak Bersalju
156,0.1111111111111111,0.3333333333333333,Tidak Bersalju
157,0.1111111111111111,0.1717171717171717,Tidak Bersalju
158,0.4444444444444444,0.4545454545454546,Tidak Bersalju
159,0.2222222222222222,0.5252525252525253,Tidak Bersalju
160,0.2222222222222222,0.3838383838383838,Tidak Bersalju
161,0.2222222222222222,0.3333333333333333,Tidak Bersalju
162,0.1111111111111111,0.4848484848484848,Tidak Bersalju
163,0.3333333333333333,0.3131313131313131,Tidak Bersalju
164,0.3333333333333333,0.3838383838383838,Tidak Bersalju
165,0.3333333333333333,0.1818181818181818,Tidak Bersalju
166,0.1111111111111111,0.494949494949495,Tidak Bersalju
167,0.3333333333333333,0.5656565656565657,Tidak Bersalju
168,0.1111111111111111,0.2525252525252525,Tidak Bersalju
169,0.4444444444444444,0.3838383838383838,Tidak Bersalju
170,0.3333333333333333,0.6969696969696971,Tidak Bersalju
171,0.4444444444444444,0.2424242424242424,Tidak Bersalju
172,0.1111111111111111,0.4343434343434343,Tidak Bersalju
173,0.1111111111111111,0.5353535353535355,Tidak Bersalju
174,0.1111111111111111,0.3838383838383838,Tidak Bersalju
175,0.0,0.3333333333333333,Tidak Bersalju
176,0.1111111111111111,0.5757575757575758,Tidak Bersalju
177,0.1111111111111111,0.4747474747474747,Tidak Bersalju
178,0.1111111111111111,0.4848484848484848,Tidak Bersalju
179,0.2222222222222222,0.0808080808080808,Tidak Bersalju
180,0.2222222222222222,0.5353535353535355,Tidak Bersalju
181,0.1111111111111111,0.0606060606060606,Tidak Bersalju
182,0.3333333333333333,0.494949494949495,Tidak Bersalju
183,0.3333333333333333,0.4545454545454546,Tidak Bersalju
184,0.2222222222222222,0.7171717171717172,Tidak Bersalju
185,0.1111111111111111,0.2222222222222222,Tidak Bersalju
186,0.1111111111111111,0.5656565656565657,Tidak Bersalju
187,0.2222222222222222,0.3434343434343435,Tidak Bersalju
188,0.3333333333333333,0.595959595959596,Tidak Bersalju
189,0.3333333333333333,0.3636363636363636,Tidak Bersalju
190,0.2222222222222222,0.5454545454545455,Tidak Bersalju
191,0.0,0.2424242424242424,Tidak Bersalju
192,0.2222222222222222,0.4545454545454546,Tidak Bersalju
193,0.1111111111111111,0.5353535353535355,Tidak Bersalju
194,0.0,0.5151515151515152,Tidak Bersalju
195,0.4444444444444444,0.2626262626262626,Tidak Bersalju
196,0.1111111111111111,0.6161616161616162,Tidak Bersalju
